,Mother_Eductaion,Binned_Revision_Time,Father_Education,Wants_Higher_Education,Age,Past_Class_Failures,Week_Drugs_Consumption,Abscence,Extra_Activities,Internet_Access,Final_grade
4473,1,short_time,1,yes,17,1,2,12,no,yes,Medium
4474,2,long_time,2,yes,16,0,2,0,yes,yes,Medium
4475,4,Medium_time,2,yes,16,0,3,38,no,yes,Medium
4476,2,short_time,1,yes,17,2,1,8,yes,no,Low
4477,2,short_time,2,no,16,1,2,0,yes,yes,Low
4478,4,Medium_time,3,yes,16,0,3,4,yes,yes,Medium
4479,2,Medium_time,2,yes,17,0,3,6,no,yes,Medium
4480,3,Medium_time,1,no,17,1,1,4,yes,yes,Low
4481,4,Medium_time,2,yes,15,0,1,8,no,yes,Medium
4482,3,Medium_time,1,yes,17,1,1,0,no,no,Medium
4483,3,Medium_time,3,no,16,0,5,19,yes,yes,Low
4484,3,Medium_time,2,yes,18,0,2,4,no,yes,Medium
4485,4,Medium_time,4,yes,16,0,1,2,yes,yes,Medium
4486,1,Medium_time,0,no,17,0,3,0,no,yes,Medium
4487,2,Medium_time,2,yes,17,0,3,16,no,yes,Medium
4488,1,short_time,1,no,19,3,5,0,no,yes,Low
4489,3,Medium_time,3,yes,17,0,3,6,yes,yes,Medium
4490,3,very_long_time,2,yes,18,0,2,4,no,yes,Medium
4491,4,long_time,4,yes,15,0,1,0,yes,yes,High
4492,2,short_time,1,no,19,2,3,0,no,yes,Low
4493,4,long_time,1,yes,17,0,3,4,no,yes,Medium
4494,1,Medium_time,2,yes,16,0,3,4,yes,yes,Medium
4495,1,Medium_time,1,yes,19,1,2,15,no,yes,Medium
4496,4,short_time,2,yes,16,0,2,2,yes,yes,Medium
4497,1,short_time,1,no,17,3,5,14,no,no,Low
4498,3,Medium_time,1,no,19,1,5,4,no,no,Low
4499,2,short_time,2,yes,17,0,2,4,yes,yes,Medium
4500,1,short_time,2,yes,17,0,1,0,no,yes,Medium
4501,1,short_time,1,yes,15,1,3,10,yes,yes,Low
4502,1,short_time,1,no,18,3,5,3,yes,no,Low
4503,4,long_time,4,yes,16,0,2,8,yes,yes,Medium
4504,3,short_time,1,yes,17,0,4,0,no,yes,Medium
4505,1,short_time,1,no,19,1,1,4,yes,yes,Low
4506,3,short_time,1,no,19,1,5,2,no,yes,Low
4507,1,Medium_time,1,no,17,1,5,4,no,no,Low
4508,0,short_time,2,yes,15,0,2,25,yes,no,Medium
4509,2,Medium_time,2,yes,17,2,2,0,no,no,Medium
4510,3,short_time,2,yes,18,0,2,0,no,yes,Medium
4511,4,Medium_time,2,yes,17,0,1,0,no,yes,High
4512,3,Medium_time,2,yes,17,0,1,14,no,yes,Medium
4513,3,Medium_time,3,yes,16,0,2,0,no,yes,Medium
4514,3,short_time,1,no,18,1,5,4,no,yes,Low
4515,4,short_time,4,yes,15,0,1,4,yes,yes,Medium
4516,3,Medium_time,2,yes,16,1,3,21,no,no,Low
4517,1,very_long_time,4,yes,17,0,2,4,no,yes,Low
4518,3,short_time,2,yes,15,0,3,75,no,yes,Medium
4519,1,Medium_time,1,yes,19,2,2,4,no,yes,Medium
4520,3,long_time,4,yes,16,0,3,4,yes,yes,Medium
4521,3,Medium_time,1,yes,16,0,5,12,yes,yes,Medium
4522,4,Medium_time,4,yes,15,0,1,10,yes,yes,Medium
4523,1,Medium_time,1,yes,17,2,3,9,no,yes,Low
4524,1,Medium_time,0,yes,20,0,3,0,yes,yes,Medium
4525,1,Medium_time,1,no,19,1,4,0,yes,yes,Low
4526,4,long_time,3,yes,16,0,1,8,yes,yes,Medium
4527,2,Medium_time,2,yes,16,0,1,6,yes,yes,Medium
4528,1,Medium_time,1,no,19,1,1,0,no,no,Low
4529,2,Medium_time,4,yes,16,0,1,2,yes,yes,Medium
4530,3,short_time,2,yes,17,1,2,0,no,yes,Low
4531,1,short_time,1,yes,18,1,3,16,yes,yes,Low
4532,2,Medium_time,4,yes,16,0,1,30,yes,yes,Medium
4533,3,Medium_time,2,yes,18,1,2,14,no,yes,Medium
4534,4,Medium_time,2,yes,15,0,2,0,no,yes,Medium
4535,3,Medium_time,4,yes,17,0,1,0,yes,yes,High
4536,1,very_long_time,1,yes,16,2,3,8,no,yes,Low
4537,3,short_time,3,yes,17,0,3,8,yes,yes,Low
4538,4,Medium_time,3,yes,15,0,3,2,no,yes,Medium
4539,3,short_time,1,yes,16,0,2,0,no,yes,Medium
4540,1,Medium_time,1,yes,16,1,2,0,yes,no,Medium
4541,4,Medium_time,4,yes,16,0,2,2,yes,yes,Medium
4542,2,Medium_time,1,yes,18,0,2,8,no,yes,Medium
4543,3,Medium_time,1,yes,15,2,3,4,no,yes,Medium
4544,3,long_time,2,yes,16,0,3,0,yes,yes,Medium
4545,1,Medium_time,1,no,17,1,2,12,no,no,Medium
4546,4,Medium_time,3,yes,15,0,3,20,yes,yes,Medium
4547,1,Medium_time,1,no,17,1,3,9,no,yes,Low
4548,3,Medium_time,2,yes,15,0,3,0,yes,yes,Low
4549,1,short_time,2,no,19,3,2,8,yes,yes,Low
4550,2,Medium_time,2,yes,17,0,3,16,yes,yes,Medium
4551,4,very_long_time,3,yes,15,0,3,2,no,no,Medium
4552,3,Medium_time,3,yes,17,1,4,0,yes,yes,Medium
4553,1,short_time,2,yes,16,2,2,0,no,yes,Medium
4554,3,Medium_time,1,yes,21,1,4,6,no,yes,Low
4555,1,short_time,1,yes,18,1,3,0,no,yes,Low
4556,2,Medium_time,2,yes,15,0,3,8,no,yes,Medium
4557,4,Medium_time,4,yes,19,0,2,0,no,yes,High
4558,1,short_time,2,yes,17,0,1,0,yes,yes,Medium
4559,3,Medium_time,2,yes,16,0,2,8,yes,yes,Medium
4560,3,Medium_time,2,yes,15,0,1,4,yes,yes,Medium
4561,2,Medium_time,2,yes,17,1,3,4,no,no,Medium
4562,3,Medium_time,0,yes,17,0,2,24,no,yes,Medium
4563,1,Medium_time,2,yes,16,0,2,0,no,no,Medium
4564,1,short_time,1,no,17,0,5,25,yes,no,Medium
4565,1,short_time,2,no,16,1,2,0,no,yes,Low
4566,3,Medium_time,4,yes,15,0,3,2,no,yes,Medium
4567,2,Medium_time,4,yes,16,1,2,0,yes,yes,Medium
4568,4,Medium_time,4,yes,18,0,2,0,yes,yes,Medium
4569,4,Medium_time,3,yes,15,0,2,0,yes,yes,Medium
4570,4,Medium_time,1,yes,16,0,2,2,no,yes,Medium
4571,2,short_time,1,no,19,1,2,4,no,no,Low
4572,1,Medium_time,2,yes,16,2,1,0,no,no,Medium
4573,1,short_time,2,no,16,0,5,2,no,yes,Medium
4574,4,Medium_time,4,yes,19,0,2,4,no,yes,High
4575,3,Medium_time,3,yes,18,1,3,2,no,yes,Medium
4576,2,Medium_time,4,yes,16,0,1,0,yes,yes,Medium
4577,2,Medium_time,4,yes,15,0,2,2,no,yes,Low
4578,3,Medium_time,4,yes,17,0,1,1,yes,yes,Medium
4579,4,long_time,3,yes,16,0,2,6,no,yes,Medium
4580,2,Medium_time,1,no,17,1,1,0,no,yes,Low
4581,4,Medium_time,3,yes,18,0,3,6,no,yes,Medium
4582,1,short_time,1,yes,18,1,5,0,yes,yes,Medium
4583,3,Medium_time,4,yes,18,0,3,0,yes,yes,Medium
4584,4,Medium_time,4,yes,15,0,2,4,yes,yes,Medium
4585,1,Medium_time,2,yes,17,0,3,0,no,yes,Low
4586,3,Medium_time,3,yes,18,0,3,10,yes,yes,Low
4587,2,short_time,2,yes,18,0,2,8,no,yes,Medium
4588,3,Medium_time,2,yes,16,0,1,0,no,yes,High
4589,3,Medium_time,3,yes,17,0,3,22,yes,yes,Medium
4590,2,Medium_time,2,no,16,0,3,2,yes,yes,Medium
4591,2,short_time,2,yes,17,0,4,0,yes,yes,Low
4592,3,Medium_time,3,yes,17,0,2,6,yes,yes,Medium
4593,3,Medium_time,3,yes,16,0,2,0,yes,yes,Medium
4594,3,Medium_time,4,yes,15,0,2,0,yes,yes,Medium
4595,3,very_long_time,1,no,17,0,2,12,no,no,Low
4596,1,short_time,1,yes,18,0,2,4,yes,no,Medium
4597,4,long_time,4,yes,15,0,3,4,no,yes,High
4598,4,Medium_time,2,yes,16,0,2,4,no,yes,Medium
4599,2,Medium_time,2,yes,17,0,2,2,no,no,Medium
4600,2,Medium_time,2,yes,16,0,2,0,yes,yes,Low
4601,4,Medium_time,4,yes,15,0,1,0,yes,yes,Medium
4602,3,Medium_time,1,no,15,0,3,4,no,yes,Medium
4603,0,Medium_time,2,yes,15,0,4,6,no,no,Medium
4604,2,Medium_time,2,yes,16,0,2,4,yes,yes,Medium
4605,0,Medium_time,2,yes,18,0,1,2,yes,yes,Medium
4606,2,short_time,2,yes,18,1,2,2,no,yes,Low
4607,4,long_time,2,yes,16,0,1,0,no,yes,High
4608,2,Medium_time,1,no,16,2,3,0,no,yes,Medium
4609,4,very_long_time,2,yes,15,0,2,0,no,yes,Medium
4610,3,Medium_time,2,yes,17,0,3,8,no,no,High
4611,3,Medium_time,2,yes,15,0,2,4,yes,yes,High
4612,1,Medium_time,1,no,19,1,5,4,no,yes,Low
4613,3,long_time,4,yes,16,0,1,2,yes,yes,Medium
4614,3,Medium_time,4,yes,16,0,1,56,yes,no,Medium
4615,3,Medium_time,4,yes,15,3,3,0,no,yes,Low
4616,3,short_time,3,yes,17,1,2,22,no,yes,Medium
4617,4,Medium_time,4,yes,16,0,3,0,yes,yes,Medium
4618,2,Medium_time,3,yes,15,0,5,75,yes,yes,Medium
4619,3,Medium_time,2,yes,17,0,1,4,yes,no,Medium
4620,3,Medium_time,2,yes,16,0,2,6,no,no,Medium
4621,3,very_long_time,1,yes,17,0,2,6,yes,yes,Medium
4622,4,short_time,2,yes,16,0,2,4,yes,yes,Low
4623,1,Medium_time,2,yes,16,0,3,4,no,yes,Medium
4624,2,short_time,3,yes,16,0,3,2,no,yes,Medium
4625,2,short_time,2,yes,15,0,3,3,yes,yes,Medium
4626,1,short_time,1,yes,19,1,3,4,yes,yes,Medium
4627,3,Medium_time,1,yes,17,1,3,0,yes,no,Medium
4628,1,short_time,2,yes,18,1,2,0,yes,no,Low
4629,2,Medium_time,2,yes,16,0,1,0,no,yes,Medium
4630,1,Medium_time,1,yes,15,0,2,0,no,yes,Medium
4631,1,Medium_time,2,yes,18,0,1,4,no,yes,Medium
4632,2,short_time,3,yes,17,0,4,8,no,yes,Medium
4633,3,Medium_time,3,yes,15,0,4,8,yes,yes,Medium
4634,4,Medium_time,4,yes,16,0,2,4,yes,yes,Medium
4635,4,Medium_time,2,yes,15,0,3,4,yes,yes,High
4636,1,short_time,1,yes,18,3,3,0,yes,yes,Medium
4637,2,Medium_time,2,yes,18,1,2,4,no,yes,Medium
4638,4,Medium_time,3,yes,15,0,3,2,yes,yes,Medium
4639,3,Medium_time,2,yes,16,2,2,0,no,yes,Medium
4640,2,short_time,2,no,16,1,4,5,no,no,Low
4641,3,long_time,2,yes,17,0,3,0,no,yes,Medium
4642,3,Medium_time,3,yes,15,0,2,0,yes,yes,Low
4643,2,Medium_time,1,yes,19,1,4,0,no,yes,Low
4644,4,long_time,3,yes,16,0,1,0,yes,no,Medium
4645,3,Medium_time,1,yes,15,0,1,2,yes,yes,Medium
4646,2,Medium_time,2,yes,17,0,2,0,no,yes,Low
4647,3,short_time,1,no,16,0,3,0,yes,no,Low
4648,2,short_time,2,yes,16,1,3,2,yes,yes,Medium
4649,3,Medium_time,4,yes,17,0,3,0,yes,yes,Medium
4650,3,Medium_time,2,yes,18,0,4,2,yes,yes,Medium
4651,3,Medium_time,2,yes,17,1,5,10,no,yes,Medium
4652,2,Medium_time,2,yes,15,0,2,4,no,yes,Medium
4653,3,Medium_time,2,yes,18,0,3,4,no,yes,Medium
4654,2,short_time,1,no,17,2,5,3,no,yes,Low
4655,3,Medium_time,1,yes,17,0,3,4,yes,yes,Medium
4656,4,long_time,4,yes,16,1,5,4,no,yes,High
4657,3,Medium_time,1,yes,16,1,1,4,yes,yes,Low
4658,3,Medium_time,1,yes,16,0,3,0,no,yes,Medium
4659,1,Medium_time,1,yes,19,1,2,4,no,yes,Medium
4660,4,Medium_time,3,yes,15,0,3,2,no,yes,High
4661,3,short_time,2,no,18,1,1,0,yes,yes,Low
4662,3,Medium_time,2,yes,16,1,2,4,yes,yes,Medium
4663,2,short_time,2,yes,16,1,2,2,no,yes,Low
4664,3,Medium_time,3,yes,16,0,2,4,yes,yes,Medium
4665,3,long_time,1,yes,16,1,2,0,no,yes,Low
4666,3,Medium_time,2,yes,16,0,3,6,yes,yes,Medium
4667,3,Medium_time,2,yes,18,0,4,8,no,yes,Medium
4668,3,long_time,2,yes,17,0,4,4,yes,yes,Medium
4669,3,Medium_time,3,yes,16,0,2,6,yes,yes,Medium
4670,3,Medium_time,2,yes,17,0,2,4,yes,yes,Medium
4671,3,Medium_time,3,yes,17,0,1,22,no,yes,Medium
4672,3,short_time,2,yes,18,0,4,4,no,no,Medium
4673,3,long_time,2,no,17,2,1,4,yes,yes,Medium
4674,4,Medium_time,2,no,17,1,2,10,no,yes,Low
4675,2,Medium_time,2,yes,16,0,1,4,yes,no,Medium
4676,4,Medium_time,4,yes,15,0,2,0,no,yes,High
4677,3,Medium_time,2,yes,18,0,3,6,yes,yes,Medium
4678,3,Medium_time,1,yes,16,0,2,0,yes,yes,Medium
4679,1,Medium_time,2,yes,17,0,5,0,no,no,Medium
4680,1,Medium_time,1,yes,19,1,2,6,no,yes,Low
4681,3,Medium_time,3,yes,17,0,1,4,yes,yes,Medium
4682,3,Medium_time,3,yes,16,0,2,4,no,yes,Medium
4683,3,short_time,1,yes,16,1,4,12,no,yes,Low
4684,1,short_time,1,no,17,1,2,12,yes,no,Medium
4685,2,Medium_time,2,yes,16,0,1,8,yes,yes,Medium
4686,2,Medium_time,2,yes,16,0,2,6,no,yes,Medium
4687,1,Medium_time,2,yes,15,1,4,0,no,yes,Medium
4688,4,long_time,3,yes,16,0,1,4,yes,yes,High
4689,3,long_time,2,yes,18,0,3,0,yes,no,Medium
4690,3,Medium_time,1,no,17,1,1,0,no,yes,Low
4691,3,Medium_time,2,yes,15,0,3,0,no,yes,Low
4692,3,very_long_time,2,yes,15,1,4,4,no,yes,Medium
4693,4,Medium_time,4,yes,18,0,2,4,no,yes,Medium
4694,4,Medium_time,4,yes,16,0,1,10,yes,yes,High
4695,4,Medium_time,4,yes,16,0,3,8,yes,yes,Medium
4696,3,Medium_time,3,yes,16,0,4,0,yes,yes,Medium
4697,1,Medium_time,1,yes,16,0,5,13,no,yes,Medium
4698,3,Medium_time,2,yes,16,0,4,4,no,yes,Medium
4699,3,Medium_time,3,yes,15,0,3,3,yes,yes,Medium
4700,4,Medium_time,4,yes,16,0,2,8,yes,yes,High
4701,1,Medium_time,1,yes,18,1,5,0,yes,yes,Low
4702,1,Medium_time,1,no,18,0,5,3,no,yes,Medium
4703,1,Medium_time,2,yes,15,0,2,22,no,yes,Medium
4704,3,Medium_time,1,yes,18,0,2,0,no,yes,Medium
4705,2,Medium_time,4,yes,16,0,2,4,yes,yes,Medium
4706,3,Medium_time,3,yes,17,0,1,11,yes,no,Medium
4707,3,Medium_time,3,yes,16,1,4,25,yes,yes,Medium
4708,1,Medium_time,3,yes,16,0,2,2,no,yes,Medium
4709,3,short_time,1,no,17,0,4,0,no,no,Medium
4710,1,Medium_time,2,yes,18,1,3,16,no,yes,Medium
4711,2,Medium_time,2,yes,16,0,3,4,no,yes,Medium
4712,3,short_time,3,yes,17,0,2,0,yes,yes,High
4713,2,Medium_time,2,yes,15,0,3,8,yes,yes,High
4714,4,Medium_time,4,yes,16,0,2,4,no,yes,High
4715,2,long_time,2,no,19,1,3,0,no,yes,Low
4716,2,Medium_time,1,yes,16,1,1,4,yes,yes,Low
4717,1,Medium_time,2,yes,17,0,2,24,no,yes,Medium
4718,3,Medium_time,4,yes,16,0,2,4,no,yes,Medium
4719,3,short_time,1,yes,17,1,5,7,no,yes,Medium
4720,4,Medium_time,4,yes,16,0,3,2,yes,yes,Medium
4721,1,short_time,1,no,19,3,1,12,no,no,Low
4722,3,Medium_time,4,yes,17,0,3,4,yes,yes,Medium
4723,1,short_time,1,no,19,1,5,4,no,yes,Low
4724,4,Medium_time,1,yes,15,1,2,1,yes,yes,Medium
4725,3,Medium_time,2,yes,16,0,1,2,yes,yes,Medium
4726,2,Medium_time,3,yes,16,1,1,0,no,yes,Low
4727,1,Medium_time,2,yes,17,1,2,4,no,yes,Medium
4728,1,short_time,1,no,19,1,1,0,yes,no,Low
4729,1,short_time,2,no,19,3,4,13,yes,yes,Low
4730,1,Medium_time,2,no,19,1,5,14,yes,no,Low
4731,3,long_time,1,yes,18,0,4,4,no,yes,Low
4732,4,Medium_time,2,no,18,0,3,20,no,yes,Medium
4733,4,Medium_time,4,yes,15,0,1,0,yes,yes,High
4734,1,long_time,2,yes,18,0,1,4,no,yes,High
4735,2,Medium_time,2,yes,21,0,5,12,no,no,Medium
4736,4,Medium_time,4,yes,15,0,2,8,yes,yes,High
4737,3,short_time,1,yes,17,1,4,14,no,yes,Medium
4738,3,Medium_time,2,yes,16,0,1,0,yes,yes,Medium
4739,0,short_time,0,yes,17,1,2,9,no,yes,Medium
4740,2,Medium_time,1,yes,18,0,3,4,no,yes,Medium
4741,3,short_time,2,no,19,1,1,5,no,yes,Low
4742,2,Medium_time,3,yes,16,0,3,10,yes,yes,Medium
4743,1,Medium_time,2,no,17,1,1,4,yes,yes,Low
4744,3,Medium_time,0,yes,18,0,3,2,yes,yes,Medium
4745,1,Medium_time,1,no,17,1,2,12,no,no,Low
4746,3,Medium_time,4,yes,16,0,1,2,yes,yes,Medium
4747,2,Medium_time,2,yes,15,0,2,10,no,yes,Medium
4748,2,Medium_time,2,yes,16,0,3,4,yes,yes,Low
4749,4,Medium_time,4,yes,15,0,2,0,yes,yes,High
4750,4,Medium_time,4,yes,15,0,1,0,yes,yes,High
4751,3,long_time,4,yes,18,0,5,0,yes,yes,Medium
4752,3,short_time,1,yes,17,0,2,2,no,yes,Medium
4753,4,Medium_time,2,yes,20,1,3,4,yes,yes,Medium
4754,1,short_time,1,yes,16,1,3,4,no,yes,Medium
4755,3,Medium_time,1,yes,17,1,1,0,no,yes,Low
4756,4,Medium_time,2,yes,15,0,3,2,yes,yes,Medium
4757,4,short_time,4,yes,17,0,3,4,yes,yes,Medium
4758,3,very_long_time,4,yes,15,0,3,2,yes,yes,Medium
4759,1,Medium_time,2,yes,19,3,1,10,yes,yes,Medium
4760,3,short_time,1,yes,19,1,2,0,yes,yes,Low
4761,1,Medium_time,2,yes,17,0,2,4,no,no,Low
4762,2,Medium_time,4,yes,15,0,3,6,no,yes,Medium
4763,3,short_time,1,yes,16,0,5,3,no,yes,Medium
4764,3,short_time,0,no,20,0,3,2,yes,no,Medium
4765,3,short_time,3,yes,15,0,1,4,no,yes,Low
4766,2,Medium_time,2,yes,17,0,3,0,yes,yes,Medium
4767,1,short_time,3,yes,16,1,3,18,no,yes,Medium
4768,1,Medium_time,1,no,19,1,5,12,yes,yes,Low
4769,2,very_long_time,2,yes,18,0,2,4,no,yes,Medium
4770,1,long_time,2,yes,15,0,3,0,no,yes,High
4771,2,Medium_time,4,yes,16,0,2,14,yes,yes,High
4772,1,Medium_time,1,no,19,1,5,4,no,yes,Low
4773,2,Medium_time,2,yes,16,0,2,4,yes,yes,Medium
4774,3,Medium_time,1,yes,18,1,1,0,no,yes,Medium
4775,3,long_time,2,yes,18,0,3,4,yes,yes,Medium
4776,1,short_time,1,no,19,3,5,12,no,yes,Low
4777,4,Medium_time,3,yes,16,0,5,0,yes,yes,High
4778,3,Medium_time,2,yes,15,0,5,6,yes,yes,Medium
4779,3,very_long_time,2,yes,15,0,2,2,no,yes,Medium
4780,3,very_long_time,3,yes,15,1,2,4,no,yes,Medium
4781,1,Medium_time,2,no,19,2,2,0,no,yes,Low
4782,3,Medium_time,2,yes,15,2,5,25,no,yes,Medium
4783,2,long_time,1,yes,17,0,3,0,no,yes,Medium
4784,4,Medium_time,2,yes,17,0,2,1,yes,yes,Medium
4785,2,Medium_time,2,yes,16,0,2,4,no,yes,Medium
4786,4,long_time,4,yes,16,0,3,2,yes,yes,Medium
4787,2,Medium_time,4,yes,16,0,2,4,yes,yes,Medium
4788,1,Medium_time,4,yes,16,0,3,8,yes,yes,Medium
4789,3,short_time,1,yes,16,2,1,21,yes,yes,Low
4790,1,Medium_time,2,yes,20,1,1,0,yes,yes,Medium
4791,3,Medium_time,1,yes,18,0,3,8,yes,yes,Medium
4792,3,Medium_time,2,yes,15,0,1,8,yes,yes,High
4793,0,Medium_time,1,yes,16,1,2,14,yes,yes,Medium
4794,3,short_time,1,yes,19,0,3,0,no,yes,Low
4795,4,long_time,4,yes,15,0,2,15,yes,yes,High
4796,3,long_time,2,yes,16,1,1,4,yes,yes,Low
4797,3,Medium_time,3,yes,18,0,3,0,no,yes,Medium
4798,4,Medium_time,3,yes,18,0,4,8,no,yes,Medium
4799,4,short_time,4,yes,16,0,2,12,yes,yes,Medium
4800,3,Medium_time,4,yes,18,0,2,9,no,yes,Low
4801,2,Medium_time,3,yes,16,2,3,0,yes,yes,Medium
4802,4,Medium_time,4,yes,17,0,2,4,yes,yes,Medium
4803,1,short_time,1,no,19,1,5,4,no,yes,Low
4804,1,Medium_time,1,yes,19,1,5,4,yes,yes,Low
4805,3,Medium_time,2,yes,17,0,1,12,no,yes,Low
4806,3,Medium_time,3,yes,15,0,1,6,yes,yes,Medium
4807,1,Medium_time,1,no,18,1,2,0,yes,no,Low
4808,1,short_time,1,no,19,3,4,12,yes,yes,Low
4809,3,short_time,1,no,18,1,5,14,no,yes,Low
4810,3,Medium_time,3,yes,16,0,1,4,yes,yes,High
4811,3,short_time,3,yes,18,1,3,2,yes,yes,Low
4812,2,Medium_time,3,yes,18,0,5,4,yes,yes,Low
4813,3,short_time,2,yes,16,0,3,5,yes,yes,Medium
4814,1,Medium_time,1,yes,18,0,2,2,yes,yes,Medium
4815,4,long_time,2,yes,16,0,1,0,no,yes,Medium
4816,4,short_time,2,yes,15,1,3,8,yes,yes,Medium
4817,0,Medium_time,4,yes,17,1,3,4,no,yes,Medium
4818,1,Medium_time,2,yes,16,0,2,0,yes,no,Medium
4819,1,Medium_time,2,yes,16,0,1,20,no,yes,Medium
4820,4,Medium_time,2,yes,17,0,1,8,no,yes,Medium
4821,3,Medium_time,2,yes,15,0,3,6,no,yes,High
4822,3,Medium_time,3,yes,16,0,2,2,yes,yes,Medium
4823,1,Medium_time,2,yes,19,0,1,0,no,yes,Medium
4824,3,Medium_time,4,yes,17,0,2,17,no,yes,Low
4825,3,long_time,2,yes,16,0,1,9,no,yes,Medium
4826,1,Medium_time,2,yes,17,0,1,0,no,yes,Low
4827,2,Medium_time,4,yes,15,0,5,4,yes,yes,Medium
4828,2,Medium_time,1,yes,16,0,3,4,yes,yes,Medium
4829,3,short_time,1,yes,17,1,5,1,yes,yes,Low
4830,3,Medium_time,2,yes,16,0,2,4,no,yes,Medium
4831,3,Medium_time,1,yes,21,0,5,4,yes,yes,Medium
4832,3,Medium_time,4,yes,15,0,1,2,no,yes,Medium
4833,2,Medium_time,2,yes,15,0,2,0,no,no,Medium
4834,3,long_time,2,yes,17,0,1,2,yes,yes,Medium
4835,3,long_time,4,yes,17,0,2,25,yes,yes,High
4836,2,short_time,1,yes,18,1,3,0,no,no,Medium
4837,1,Medium_time,4,yes,16,0,2,2,no,yes,Medium
4838,1,short_time,1,no,18,1,1,16,no,no,Low
4839,4,Medium_time,4,yes,16,0,3,4,no,yes,High
4840,3,Medium_time,1,yes,20,2,1,0,no,no,Low
4841,2,Medium_time,2,yes,16,0,1,4,no,yes,Medium
4842,3,Medium_time,2,yes,15,0,2,8,no,yes,Medium
4843,3,Medium_time,3,yes,17,0,1,4,yes,yes,Medium
4844,4,Medium_time,3,yes,16,1,2,8,yes,yes,Medium
4845,3,short_time,3,yes,16,0,3,22,no,yes,Medium
4846,4,Medium_time,4,yes,18,0,2,8,no,yes,Medium
4847,1,short_time,2,yes,16,1,1,8,no,yes,Low
4848,3,Medium_time,1,no,19,3,2,3,no,no,Low
4849,1,short_time,3,yes,17,1,2,18,yes,yes,Medium
4850,4,Medium_time,4,yes,16,0,3,0,no,yes,Medium
4851,4,short_time,2,yes,15,0,1,0,yes,yes,Medium
4852,1,short_time,2,no,16,1,4,9,no,yes,Low
4853,1,Medium_time,2,yes,15,0,1,0,no,yes,Medium
4854,4,Medium_time,3,yes,15,0,3,6,yes,yes,Medium
4855,3,Medium_time,2,yes,16,0,3,0,no,yes,High
4856,4,Medium_time,3,yes,17,0,2,0,yes,yes,Medium
4857,3,long_time,4,yes,16,0,2,4,no,yes,Medium
4858,1,short_time,2,yes,16,0,2,0,no,yes,Medium
4859,4,Medium_time,4,yes,15,0,2,16,yes,yes,High
4860,1,Medium_time,1,no,19,1,5,4,yes,yes,Low
4861,3,short_time,1,yes,16,0,2,8,yes,yes,Medium
4862,3,Medium_time,2,yes,18,0,4,2,yes,yes,Medium
4863,2,Medium_time,1,yes,15,1,1,0,no,no,Medium
4864,3,long_time,2,yes,18,0,1,2,yes,yes,Medium
4865,3,Medium_time,2,yes,16,0,1,3,yes,yes,Medium
4866,3,Medium_time,4,yes,21,0,2,6,yes,yes,Medium
4867,4,long_time,3,yes,15,0,1,2,yes,yes,Medium
4868,2,Medium_time,2,yes,16,0,4,2,yes,yes,Medium
4869,0,Medium_time,2,yes,16,0,3,8,no,yes,Medium
4870,3,Medium_time,1,yes,22,2,3,9,no,yes,Low
4871,4,Medium_time,4,yes,16,0,3,4,no,yes,High
4872,4,short_time,2,yes,15,0,3,2,no,yes,Medium
4873,3,very_long_time,2,yes,17,0,3,10,no,yes,Medium
4874,4,Medium_time,4,yes,16,0,3,6,yes,yes,High
4875,2,Medium_time,1,yes,16,0,2,2,yes,yes,Medium
4876,4,very_long_time,2,yes,16,0,2,4,yes,yes,Medium
4877,1,Medium_time,2,yes,16,3,3,30,yes,yes,Low
4878,4,Medium_time,1,yes,17,0,2,4,yes,yes,Medium
4879,3,Medium_time,2,yes,16,1,2,24,yes,yes,Medium
4880,1,Medium_time,1,no,22,1,2,0,no,no,Low
4881,1,Medium_time,0,no,19,1,4,12,no,yes,Medium
4882,3,Medium_time,1,no,19,1,5,4,yes,yes,Low
4883,1,Medium_time,0,yes,18,0,3,0,no,yes,High
4884,2,Medium_time,4,yes,16,2,1,9,no,no,Medium
4885,4,Medium_time,1,yes,16,0,1,0,yes,yes,Medium
4886,3,long_time,3,yes,16,0,3,7,no,yes,Medium
4887,2,very_long_time,2,yes,17,0,1,4,yes,no,Medium
4888,3,short_time,2,yes,19,1,2,0,no,yes,Low
4889,2,Medium_time,2,yes,16,0,2,0,no,yes,Medium
4890,1,Medium_time,3,yes,18,0,1,6,yes,yes,Low
4891,2,Medium_time,1,yes,18,1,1,0,yes,yes,Low
4892,1,Medium_time,2,yes,16,1,3,40,yes,yes,Low
4893,4,Medium_time,4,yes,16,0,4,4,yes,yes,High
4894,3,Medium_time,4,yes,15,0,2,8,yes,yes,Medium
4895,2,Medium_time,2,yes,16,0,1,2,no,yes,Medium
4896,3,Medium_time,3,yes,16,0,2,6,yes,yes,Medium
4897,2,Medium_time,2,yes,15,0,3,10,yes,yes,Medium
4898,3,Medium_time,1,yes,16,0,3,11,yes,yes,Medium
4899,3,short_time,2,yes,15,0,2,0,no,no,Medium
4900,2,short_time,4,yes,17,0,2,0,yes,yes,Medium
4901,0,Medium_time,3,yes,15,0,3,2,yes,yes,Medium
4902,2,short_time,2,no,22,0,5,4,no,yes,Medium
4903,2,long_time,2,yes,15,0,4,5,no,no,Medium
4904,3,Medium_time,4,yes,18,0,5,0,no,yes,Medium
